worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year
8681,Punjab,Male,Married,Sikh,OBC,Urban,Higher Sec (12-14),regular_informal,private_individual,50,67941,3012
8682,Kerala,Male,Married,Hindu,OBC,Urban,Middle (6-9),regular_informal,private_firm,25,208957,2972
8683,Assam,Male,Unmarried,Muslim,Muslim,Rural,Secondary (10-11),casual_daily,private_firm,25,36134,2968
8684,Karnataka,Female,Widowed,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,37,13442,1552
8685,Meghalaya,Female,Unmarried,Tribal,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,25,26007,2336
8686,Uttarakhand,Male,Married,Muslim,Muslim,Urban,Higher Sec (12-14),casual_daily,private_firm,26,18800,2535
8687,Gujarat,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,21,23371,1473
8688,Rajasthan,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_firm,27,15098,2235
8689,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,22,53635,2574
8690,Rajasthan,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,46,4587,845
8691,Andhra Pradesh,Male,Married,Hindu,Forward caste,Urban,1-4 yrs,short_term_contract,private_individual,47,34166,2901
8692,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,51,45791,1462
8693,Bihar,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,55,26131,2635
8694,Haryana,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,40,29099,2036
8695,Gujarat,Female,Married,Hindu,OBC,Urban,Post-graduate (16+),regular_informal,private_individual,25,8159,1469
8696,Karnataka,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,36,36625,2453
8697,Karnataka,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_firm,40,74965,3005
8698,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,40,1816,577
8699,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,19,47568,444
8700,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,other,26,77579,2483
8701,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Rural,Secondary (10-11),regular_informal,private_individual,36,103306,2901
8702,Kerala,Male,Married,Hindu,Forward caste,Urban,Graduate (15),casual_daily,private_firm,49,66924,2917
8703,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,61,42546,2967
8704,West Bengal,Male,Married,Sikh,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,35,78820,2923
8705,Chhattisgarh,Male,Married,Hindu,Brahmin,Urban,Graduate (15),regular_informal,private_individual,29,52895,2811
8706,Himachal Pradesh,Female,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,mgnrega,24,17489,1403
8707,Gujarat,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,22,24318,1270
8708,Karnataka,Male,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_individual,26,70571,2899
8709,Rajasthan,Male,Married,Other,Dalit (SC),Urban,Middle (6-9),short_term_contract,private_individual,31,82057,2262
8710,Jharkhand,Male,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,45,1615,2308
8711,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,61,26332,2431
8712,West Bengal,Female,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_piecework,private_firm,22,50327,2485
8713,Maharashtra,Male,Married,Hindu,Christian/Sikh/Jain,Urban,Secondary (10-11),casual_daily,private_individual,29,29205,1670
8714,Daman & Diu,Male,Married,Hindu,Brahmin,Rural,1-4 yrs,casual_daily,private_individual,28,5320,1454
8715,Tamil Nadu,Male,Separated/Divorced,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,26,70,1988
8716,Puducherry,Male,Married,Hindu,OBC,Urban,Graduate (15),regular_informal,private_firm,51,66387,2778
8717,Rajasthan,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,other,47,54162,2637
8718,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,47,138122,1636
8719,Haryana,Female,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_piecework,mgnrega,49,18223,1535
8720,West Bengal,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,28,7939,2057
8721,Assam,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,47,40545,1652
8722,Jharkhand,Male,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,21,78546,2624
8723,Daman & Diu,Male,Married,Christian,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,58,73645,2898
8724,Tamil Nadu,Female,Married,Muslim,Muslim,Urban,Higher Sec (12-14),regular_informal,private_firm,28,183550,2873
8725,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,other,26,5092,1492
8726,Punjab,Male,Unmarried,Sikh,Dalit (SC),Rural,Graduate (15),casual_daily,private_firm,28,59788,2893
8727,Madhya Pradesh,Female,Separated/Divorced,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,24,8236,1382
8728,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Graduate (15),casual_daily,private_individual,26,84094,2193
8729,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,23,40155,1529
8730,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,Secondary (10-11),casual_daily,other,52,39817,2801
8731,Rajasthan,Male,Unmarried,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_firm,23,159109,1566
8732,Karnataka,Male,Unmarried,Christian,Dalit (SC),Rural,Middle (6-9),short_term_contract,private_firm,18,49337,265
8733,Karnataka,Male,Married,Hindu,Adivasi (ST),Urban,Graduate (15),casual_daily,private_individual,31,116756,762
8734,Tamil Nadu,Male,Unmarried,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,mgnrega,24,7544,411
8735,Tamil Nadu,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_firm,32,71541,2617
8736,West Bengal,Female,Married,Hindu,Forward caste,Rural,Secondary (10-11),casual_daily,private_individual,35,16443,1627
8737,Chhattisgarh,Female,Married,Hindu,Brahmin,Rural,1-4 yrs,casual_piecework,mgnrega,56,1685,0
8738,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,46,73004,2717
8739,Karnataka,Male,Married,Hindu,Adivasi (ST),Urban,1-4 yrs,casual_piecework,private_individual,47,5272,498
8740,Uttar Pradesh,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,42,53684,2954
8741,Punjab,Male,Married,Muslim,Muslim,Rural,Primary (5),regular_informal,private_individual,27,77434,2739
8742,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,32,40829,2117
8743,Puducherry,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,mgnrega,27,47955,1727
8744,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,25,6759,2069
8745,Odisha,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,24,43213,2984
8746,Chhattisgarh,Male,Married,Hindu,Brahmin,Urban,Graduate (15),regular_informal,other_govt_program,40,70604,2805
8747,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,other,30,105795,3025
8748,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,30,85106,1660
8749,Rajasthan,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),casual_daily,private_individual,30,76090,2489
8750,Jammu & Kashmir,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),regular_informal,private_individual,27,4189,1363
8751,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,29,76486,3058
8752,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,regular_informal,private_individual,25,31666,1456
8753,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_piecework,private_individual,21,4950,375
8754,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,36,39253,1944
8755,Uttar Pradesh,Male,Married,Hindu,Muslim,Urban,Primary (5),casual_daily,private_individual,24,48135,3421
8756,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,22,49666,2922
8757,West Bengal,Female,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,34,40936,1507
8758,Odisha,Male,Married,Hindu,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,50,34459,2941
8759,Uttar Pradesh,Female,Married,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,mgnrega,29,912,2962
8760,Karnataka,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,other,45,20146,743
8761,Bihar,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_firm,29,40707,1155
8762,West Bengal,Male,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_individual,45,54328,3063
8763,Rajasthan,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,53,62676,3094
8764,Manipur,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_firm,26,39409,2882
8765,Karnataka,Female,Separated/Divorced,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,30,12527,1687
8766,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,Secondary (10-11),casual_daily,other,22,26573,2075
8767,Assam,Male,Married,Hindu,OBC,Rural,1-4 yrs,regular_informal,private_individual,28,70397,2798
8768,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,46,46717,2086
8769,Himachal Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,mgnrega,48,33159,1461
8770,Punjab,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),short_term_contract,private_individual,35,49343,2853
8771,Odisha,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,private_individual,51,23150,2241
8772,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,18,14740,114
8773,Chhattisgarh,Female,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_individual,28,46329,2320
8774,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),regular_informal,private_individual,47,69685,2971
8775,Rajasthan,Male,Married,Hindu,Forward caste,Urban,Primary (5),regular_informal,private_individual,29,125626,1979
8776,Andhra Pradesh,Male,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,19,175605,2982
8777,Assam,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,27,41414,1900
8778,West Bengal,Male,Widowed,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,other,54,21819,1577
8779,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,32,49218,2037
8780,Karnataka,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,48,18640,1654
8781,Kerala,Male,Unmarried,Muslim,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,29,43804,1559
8782,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,41,5127,804
8783,Karnataka,Male,Unmarried,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,21,17073,2420
8784,Andhra Pradesh,Male,Married,Buddhist,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,41,24922,2832
8785,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,49,24485,920
8786,Kerala,Male,Married,Christian,Adivasi (ST),Rural,Graduate (15),casual_daily,mgnrega,64,22418,1077
8787,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,25,6655,1658
8788,Odisha,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,23,3330,543
8789,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_firm,35,41855,2002
8790,Karnataka,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,44,11535,1559
8791,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,26,77598,2891
8792,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_firm,35,67769,2582
8793,Maharashtra,Male,Married,Hindu,OBC,Urban,Secondary (10-11),short_term_contract,private_individual,45,71102,1549
8794,Karnataka,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),short_term_contract,private_individual,35,86484,3000
8795,Kerala,Female,Married,Christian,Christian/Sikh/Jain,Urban,Secondary (10-11),casual_daily,private_individual,64,71140,579
8796,Gujarat,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,20,10444,1498
8797,Kerala,Female,Unmarried,Muslim,Muslim,Urban,1-4 yrs,casual_piecework,private_individual,23,14191,1545
8798,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,48,1887,701
8799,Karnataka,Male,Married,Jain,Christian/Sikh/Jain,Rural,Post-graduate (16+),regular_informal,other_govt_program,25,148325,2773
8800,Karnataka,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,56,22591,1321
8801,Delhi,Male,Unmarried,Christian,Dalit (SC),Urban,Graduate (15),short_term_contract,private_individual,25,62970,2880
8802,Himachal Pradesh,Female,Married,Hindu,Forward caste,Rural,Post-graduate (16+),casual_daily,mgnrega,52,9423,588
8803,Odisha,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,29,15087,749
8804,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,44,53668,2536
8805,Nagaland,Male,Married,Christian,Adivasi (ST),Rural,Primary (5),casual_daily,mgnrega,65,4157,2832
8806,Chhattisgarh,Female,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,25,6050,467
8807,Bihar,Male,Unmarried,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,18,23622,1589
8808,Gujarat,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,41,49831,2001
8809,Himachal Pradesh,Female,Separated/Divorced,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other_govt_program,34,6360,1534
8810,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,46,19075,1739
8811,Odisha,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,23,8852,845
8812,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,48810,1963
8813,Haryana,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,46,50017,2090
8814,Maharashtra,Male,Unmarried,Buddhist,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_individual,20,14631,2317
8815,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_piecework,private_individual,50,39479,1867
8816,Gujarat,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,26,55726,983
8817,Chhattisgarh,Female,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,mgnrega,24,1195,154
8818,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_piecework,private_individual,49,81124,2391
8819,Odisha,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_piecework,private_firm,45,44614,1460
8820,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,47,74065,1212
8821,Rajasthan,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,50,27553,2039
8822,Jharkhand,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,48,78829,1789
8823,Jharkhand,Male,Married,Other,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,39,36118,2555
8824,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,private_individual,20,33960,1369
8825,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,29,5601,1277
8826,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,mgnrega,23,9596,1168
8827,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,52,11834,1579
8828,Tamil Nadu,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),casual_daily,private_individual,45,42451,3473
8829,Himachal Pradesh,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,other,31,47490,1892
8830,Punjab,Male,Married,Sikh,Dalit (SC),Urban,Middle (6-9),casual_piecework,private_individual,24,56480,2513
8831,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,private_firm,32,46899,2798
8832,Assam,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,19,55496,4000
8833,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),short_term_contract,private_firm,23,55733,2801
8834,Jharkhand,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_piecework,private_individual,26,50968,2844
8835,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,other,19,26686,730
8836,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,27,44169,1899
8837,Madhya Pradesh,Male,Unmarried,Hindu,Brahmin,Urban,Middle (6-9),casual_daily,private_individual,19,7606,1863
8838,Gujarat,Male,Unmarried,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,other,23,36210,1024
8839,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,28,216407,2984
8840,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,18,1121,105
8841,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,46,5967,184
8842,West Bengal,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,45,97674,2917
8843,Punjab,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),regular_informal,private_individual,51,37115,3042
8844,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,other_govt_program,38,42335,1282
8845,Maharashtra,Male,Married,Buddhist,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,48,56619,2480
8846,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,Secondary (10-11),casual_daily,private_individual,59,13825,1128
8847,Tripura,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,other,36,101447,1684
8848,Tamil Nadu,Female,Married,Christian,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,45,38503,1987
8849,Karnataka,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,28,44487,1968
8850,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),regular_informal,other_govt_program,43,42661,2908
8851,Punjab,Female,Married,Christian,Adivasi (ST),Urban,Higher Sec (12-14),regular_informal,private_individual,39,42239,2915
8852,West Bengal,Female,Married,Hindu,Forward caste,Rural,Post-graduate (16+),regular_informal,other_govt_program,36,50241,3147
8853,Punjab,Female,Unmarried,Sikh,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,18,45548,2271
8854,Gujarat,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,39,7266,1892
8855,Gujarat,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_piecework,private_individual,23,19886,1617
8856,Karnataka,Female,Widowed,Hindu,OBC,Rural,1-4 yrs,casual_piecework,private_individual,47,26292,2282
8857,Jharkhand,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),regular_informal,private_individual,45,62304,2955
8858,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Rural,Graduate (15),regular_informal,private_firm,22,39883,1756
8859,Sikkim,Male,Married,Hindu,Brahmin,Urban,Primary (5),regular_informal,private_firm,37,85267,2262
8860,Goa,Male,Married,Christian,Adivasi (ST),Urban,Middle (6-9),casual_daily,mgnrega,46,23906,2328
